# Program:featureCounts v2.0.4; Command:"featureCounts" "-p" "-a" "/mnt/beegfs/home/s430452/epigenetics/results/s08_counts/master_peaks.saf" "-F" "SAF" "-o" "/mnt/beegfs/home/s430452/epigenetics/results/s08_counts/master_peaks_counts.txt" "-T" "6" "/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2ko_final.bam" "/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2wt_final.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2ko_final.bam	/mnt/beegfs/home/s430452/epigenetics/results/s05_final_bams/ARID2wt_final.bam
master_peak_4584	chr5	103375332	103375947	.	616	123	61
master_peak_4585	chr5	103385599	103386021	.	423	32	17
master_peak_4586	chr5	103393189	103393536	.	348	36	29
master_peak_4587	chr5	103407355	103407704	.	350	17	16
master_peak_4588	chr5	103424264	103425026	.	763	320	347
master_peak_4589	chr5	103428183	103428907	.	725	878	1015
master_peak_4590	chr5	103441514	103442007	.	494	40	29
master_peak_4591	chr5	103450477	103451253	.	777	395	594
master_peak_4592	chr5	103460931	103461767	.	837	719	834
master_peak_4593	chr5	103469438	103469720	.	283	23	24
master_peak_4594	chr5	103475575	103476084	.	510	78	83
master_peak_4595	chr5	103476874	103477100	.	227	29	54
master_peak_4596	chr5	103490128	103490388	.	261	15	22
master_peak_4597	chr5	103505756	103506282	.	527	27	62
master_peak_4598	chr5	103510749	103511966	.	1218	345	355
master_peak_4599	chr5	103519692	103520141	.	450	43	11
master_peak_4600	chr5	103534201	103534494	.	294	15	9
master_peak_4601	chr5	103562224	103563214	.	991	807	980
master_peak_4602	chr5	103582322	103582636	.	315	39	34
master_peak_4603	chr5	103624729	103625028	.	300	34	34
master_peak_4604	chr5	103648073	103648293	.	221	12	18
master_peak_4605	chr5	103667185	103667494	.	310	63	56
master_peak_4606	chr5	103676043	103676621	.	579	150	168
master_peak_4607	chr5	103744085	103744647	.	563	63	109
master_peak_4608	chr5	103808389	103808989	.	601	196	151
master_peak_4609	chr5	103846959	103847668	.	710	201	207
master_peak_4610	chr5	103849874	103850625	.	752	389	415
master_peak_4611	chr5	103861426	103861723	.	298	18	21
master_peak_4612	chr5	103891145	103891633	.	489	117	143
master_peak_4613	chr5	103918681	103919323	.	643	46	87
master_peak_4614	chr5	103929297	103930034	.	738	187	190
master_peak_4615	chr5	103942683	103943001	.	319	27	25
master_peak_4616	chr5	103961966	103962309	.	344	53	42
master_peak_4617	chr5	103973601	103973925	.	325	37	23
master_peak_4618	chr5	104002691	104003213	.	523	81	77
master_peak_4619	chr5	104016723	104017164	.	442	65	89
master_peak_4620	chr5	104089275	104089947	.	673	210	213
master_peak_4621	chr5	104116507	104116765	.	259	16	14
master_peak_4622	chr5	104178888	104179535	.	648	186	222
master_peak_4623	chr5	104188795	104190148	.	1354	437	389
master_peak_4624	chr5	104273204	104273500	.	297	49	15
master_peak_4625	chr5	104324008	104324229	.	222	29	31
master_peak_4626	chr5	104344670	104345846	.	1177	523	485
master_peak_4627	chr5	104412659	104413321	.	663	137	100
master_peak_4628	chr5	104498183	104498643	.	461	55	113
master_peak_4629	chr5	104513144	104513853	.	710	158	281
master_peak_4630	chr5	104527007	104527302	.	296	9	11
master_peak_4631	chr5	104539640	104540018	.	379	14	14
master_peak_4632	chr5	104635001	104635658	.	658	80	83
master_peak_4633	chr5	104652350	104652914	.	565	41	60
master_peak_4634	chr5	104658774	104659039	.	266	7	6
master_peak_4635	chr5	104715311	104715765	.	455	38	15
master_peak_4636	chr5	104793106	104793328	.	223	23	32
master_peak_4637	chr5	104800453	104800859	.	407	49	29
master_peak_4638	chr5	104910815	104911821	.	1007	346	398
master_peak_4639	chr5	104923874	104924097	.	224	11	5
master_peak_4640	chr5	105131510	105131900	.	391	45	40
master_peak_4641	chr5	105304829	105305077	.	249	6	12
master_peak_4642	chr5	105506639	105507136	.	498	103	110
master_peak_4643	chr5	105508431	105508814	.	384	95	125
master_peak_4644	chr5	105611049	105611307	.	259	6	7
master_peak_4645	chr5	105684666	105684963	.	298	14	23
master_peak_4646	chr5	105840344	105840627	.	284	17	20
master_peak_4647	chr5	105885304	105885807	.	504	36	28
master_peak_4648	chr5	105956715	105957079	.	365	51	29
master_peak_4649	chr5	105969955	105970292	.	338	8	9
master_peak_4650	chr5	105982747	105982993	.	247	14	8
master_peak_4651	chr5	105998917	105999513	.	597	74	110
master_peak_4652	chr5	106080372	106080973	.	602	266	159
master_peak_4653	chr5	106094067	106094627	.	561	128	102
master_peak_4654	chr5	106118965	106119190	.	226	15	7
master_peak_4655	chr5	106122128	106122362	.	235	28	10
master_peak_4656	chr5	106127457	106127740	.	284	21	18
master_peak_4657	chr5	106189253	106189580	.	328	27	23
master_peak_4658	chr5	106258510	106259209	.	700	389	409
master_peak_4659	chr5	106269185	106269874	.	690	65	74
master_peak_4660	chr5	106290796	106291123	.	328	26	27
master_peak_4661	chr5	106292556	106293124	.	569	79	95
master_peak_4662	chr5	106312304	106312758	.	455	32	49
master_peak_4663	chr5	106326249	106326909	.	661	70	73
master_peak_4664	chr5	106331498	106331838	.	341	39	60
master_peak_4665	chr5	106356723	106357550	.	828	27	56
master_peak_4666	chr5	106363725	106364089	.	365	18	13
master_peak_4667	chr5	106374898	106375515	.	618	81	88
master_peak_4668	chr5	106376477	106376994	.	518	56	71
master_peak_4669	chr5	106380806	106381293	.	488	152	150
master_peak_4670	chr5	106392659	106393434	.	776	593	477
master_peak_4671	chr5	106397631	106398163	.	533	930	1107
master_peak_4672	chr5	106399520	106399863	.	344	134	211
master_peak_4673	chr5	106415526	106416020	.	495	186	152
master_peak_4674	chr5	106443892	106444127	.	236	15	12
master_peak_4675	chr5	106454614	106455511	.	898	209	211
master_peak_4676	chr5	106521444	106522227	.	784	255	270
master_peak_4677	chr5	106648647	106649548	.	902	85	69
master_peak_4678	chr5	106691627	106691974	.	348	72	53
master_peak_4679	chr5	106699302	106699621	.	320	27	9
master_peak_4680	chr5	106755887	106756112	.	226	14	12
master_peak_4681	chr5	106843695	106844367	.	673	131	196
master_peak_4682	chr5	106873734	106874148	.	415	91	66
master_peak_4683	chr5	106875735	106876388	.	654	209	135
master_peak_4684	chr5	106940999	106941303	.	305	14	11
master_peak_4685	chr5	106964220	106964485	.	266	14	36
master_peak_4686	chr5	107019655	107020055	.	401	13	22
master_peak_4687	chr5	107026004	107026372	.	369	10	21
master_peak_4688	chr5	107074978	107075241	.	264	25	47
master_peak_4689	chr5	107092652	107093023	.	372	35	37
master_peak_4690	chr5	107104575	107104894	.	320	25	16
master_peak_4691	chr5	107135128	107135670	.	543	25	37
master_peak_4692	chr5	107215501	107216034	.	534	39	67
master_peak_4693	chr5	107218865	107219225	.	361	66	55
master_peak_4694	chr5	107247862	107248340	.	479	60	25
master_peak_4695	chr5	107258013	107258297	.	285	13	16
master_peak_4696	chr5	107268216	107268721	.	506	35	47
master_peak_4697	chr5	107284970	107286054	.	1085	94	155
master_peak_4698	chr5	107306430	107306834	.	405	25	21
master_peak_4699	chr5	107331761	107332376	.	616	52	44
master_peak_4700	chr5	107337338	107337760	.	423	33	58
master_peak_4701	chr5	107359501	107360054	.	554	34	49
master_peak_4702	chr5	107381078	107381912	.	835	633	695
master_peak_4703	chr5	107388106	107389725	.	1620	938	850
master_peak_4704	chr5	107415740	107416152	.	413	47	27
master_peak_4705	chr5	107425451	107426299	.	849	339	358
master_peak_4706	chr5	107431705	107432679	.	975	388	417
master_peak_4707	chr5	107455197	107455912	.	716	56	72
master_peak_4708	chr5	107469199	107470474	.	1276	684	653
master_peak_4709	chr5	107486316	107487541	.	1226	332	312
master_peak_4710	chr5	107502035	107502590	.	556	60	73
master_peak_4711	chr5	107514160	107514771	.	612	145	115
master_peak_4712	chr5	107519829	107520369	.	541	153	206
master_peak_4713	chr5	107538366	107538664	.	299	65	69
master_peak_4714	chr5	107542333	107543126	.	794	192	200
master_peak_4715	chr5	107553118	107553435	.	318	114	171
master_peak_4716	chr5	107555288	107556024	.	737	184	355
master_peak_4717	chr5	107557063	107557878	.	816	497	429
master_peak_4718	chr5	107571727	107572603	.	877	612	607
master_peak_4719	chr5	107605691	107606071	.	381	36	33
master_peak_4720	chr5	107653127	107653887	.	761	88	116
master_peak_4721	chr5	107669953	107670619	.	667	210	356
master_peak_4722	chr5	107671084	107673069	.	1986	1609	2010
master_peak_4723	chr5	107673414	107673899	.	486	423	432
master_peak_4724	chr5	107696368	107696642	.	275	6	15
master_peak_4725	chr5	107705490	107705851	.	362	29	30
master_peak_4726	chr5	107743371	107744073	.	703	560	583
master_peak_4727	chr5	107805149	107805518	.	370	85	129
master_peak_4728	chr5	107806519	107807197	.	679	174	226
master_peak_4729	chr5	107812870	107813168	.	299	37	43
master_peak_4730	chr5	107820478	107820794	.	317	47	52
master_peak_4731	chr5	107858591	107859102	.	512	53	93
master_peak_4732	chr5	107869244	107870192	.	949	467	552
master_peak_4733	chr5	107874820	107875276	.	457	97	176
master_peak_4734	chr5	107875682	107876330	.	649	415	555
master_peak_4735	chr5	107893474	107894500	.	1027	61	106
master_peak_4736	chr5	107972011	107972420	.	410	30	36
master_peak_4737	chr5	108028512	108028836	.	325	32	53
master_peak_4738	chr5	108093094	108093600	.	507	69	65
master_peak_4739	chr5	108143536	108143780	.	245	15	8
master_peak_4740	chr5	108148758	108149018	.	261	42	33
master_peak_4741	chr5	108152868	108153191	.	324	33	33
master_peak_4742	chr5	108193279	108193899	.	621	124	121
master_peak_4743	chr5	108216718	108217486	.	769	322	356
master_peak_4744	chr5	108233838	108234122	.	285	11	16
master_peak_4745	chr5	108239699	108239991	.	293	8	16
master_peak_4746	chr5	108260305	108261025	.	721	190	192
master_peak_4747	chr5	108266226	108266712	.	487	33	48
master_peak_4748	chr5	108278224	108278875	.	652	20	19
master_peak_4749	chr5	108295810	108296490	.	681	61	84
master_peak_4750	chr5	108315910	108316400	.	491	78	71
master_peak_4751	chr5	108345500	108346019	.	520	49	45
master_peak_4752	chr5	108381211	108382775	.	1565	1720	1876
master_peak_4753	chr5	108386595	108386812	.	218	43	50
master_peak_4754	chr5	108421327	108421552	.	226	10	9
master_peak_4755	chr5	108431325	108431819	.	495	43	63
master_peak_4756	chr5	108461445	108462168	.	724	63	88
master_peak_4757	chr5	108481296	108481795	.	500	51	52
master_peak_4758	chr5	108521918	108522451	.	534	101	119
master_peak_4759	chr5	108529269	108529814	.	546	61	87
master_peak_4760	chr5	108588353	108588937	.	585	22	47
master_peak_4761	chr5	108612945	108613185	.	241	10	17
master_peak_4762	chr5	108642163	108642786	.	624	225	238
master_peak_4763	chr5	108651155	108651405	.	251	21	43
master_peak_4764	chr5	108655956	108656260	.	305	16	34
master_peak_4765	chr5	108661733	108662049	.	317	13	53
master_peak_4766	chr5	108670626	108671556	.	931	226	349
master_peak_4767	chr5	108681254	108681892	.	639	92	102
master_peak_4768	chr5	108727785	108728718	.	934	780	984
master_peak_4769	chr5	108748253	108749527	.	1275	2237	3126
master_peak_4770	chr5	108753848	108754380	.	533	200	266
master_peak_4771	chr5	108792179	108792578	.	400	80	60
master_peak_4772	chr5	108801425	108802129	.	705	443	458
master_peak_4773	chr5	108818411	108819077	.	667	137	93
master_peak_4774	chr5	108873188	108873687	.	500	52	54
master_peak_4775	chr5	108917383	108918053	.	671	52	46
master_peak_4776	chr5	108924335	108924829	.	495	75	39
master_peak_4777	chr5	109038415	109038708	.	294	17	26
master_peak_4778	chr5	109105453	109106212	.	760	367	328
master_peak_4779	chr5	109134605	109135048	.	444	49	43
master_peak_4780	chr5	109177955	109178251	.	297	13	14
master_peak_4781	chr5	109191122	109191524	.	403	66	52
master_peak_4782	chr5	109275154	109275943	.	790	89	114
master_peak_4783	chr5	109281727	109282064	.	338	14	13
master_peak_4784	chr5	109316606	109317001	.	396	105	110
master_peak_4785	chr5	109329943	109330265	.	323	22	22
master_peak_4786	chr5	109352196	109352671	.	476	31	13
master_peak_4787	chr5	109354876	109355115	.	240	22	18
master_peak_4788	chr5	109399195	109399522	.	328	26	24
master_peak_4789	chr5	109409275	109410973	.	1699	2705	3167
master_peak_4790	chr5	109424853	109425376	.	524	74	80
master_peak_4791	chr5	109427458	109428060	.	603	167	144
master_peak_4792	chr5	109438929	109439384	.	456	69	77
master_peak_4793	chr5	109455300	109456274	.	975	1151	1159
master_peak_4794	chr5	109468591	109469226	.	636	109	114
master_peak_4795	chr5	109479064	109479523	.	460	43	35
master_peak_4796	chr5	109567497	109567843	.	347	17	20
master_peak_4797	chr5	109584880	109585537	.	658	80	131
master_peak_4798	chr5	109630243	109630500	.	258	13	13
master_peak_4799	chr5	109654293	109654984	.	692	501	534
master_peak_4800	chr5	109656733	109657369	.	637	397	409
master_peak_4801	chr5	109688723	109691380	.	2658	2121	2752
master_peak_4802	chr5	109725300	109725555	.	256	12	9
master_peak_4803	chr5	109740088	109740557	.	470	53	105
master_peak_4804	chr5	109743669	109744424	.	756	452	565
master_peak_4805	chr5	109823732	109824042	.	311	23	44
master_peak_4806	chr5	109831043	109831732	.	690	81	138
master_peak_4807	chr5	109832305	109832566	.	262	49	94
master_peak_4808	chr5	109844315	109844768	.	454	27	32
master_peak_4809	chr5	109854971	109855434	.	464	58	64
master_peak_4810	chr5	109865453	109866586	.	1134	1550	1481
master_peak_4811	chr5	109877099	109877998	.	900	446	417
master_peak_4812	chr5	109905985	109906204	.	220	39	47
master_peak_4813	chr5	109907761	109907999	.	239	29	25
master_peak_4814	chr5	109939173	109939411	.	239	22	72
master_peak_4815	chr5	109982198	109982415	.	218	7	11
master_peak_4816	chr5	110000695	110001175	.	481	23	83
master_peak_4817	chr5	110045281	110045569	.	289	16	31
master_peak_4818	chr5	110054339	110054558	.	220	8	40
master_peak_4819	chr5	110064044	110064789	.	746	41	103
master_peak_4820	chr5	110086832	110087455	.	624	275	329
master_peak_4821	chr5	110159275	110159598	.	324	6	27
master_peak_4822	chr5	110258349	110259074	.	726	39	396
master_peak_4823	chr5	110288739	110289365	.	627	16	97
master_peak_4824	chr5	110321094	110321464	.	371	6	62
master_peak_4825	chr5	110361442	110362022	.	581	16	182
master_peak_4826	chr5	110377680	110378528	.	849	41	475
master_peak_4827	chr5	110386810	110387349	.	540	80	522
master_peak_4828	chr5	110401681	110402288	.	608	9	58
master_peak_4829	chr5	110414138	110414631	.	494	16	33
master_peak_4830	chr5	110440984	110441490	.	507	37	77
master_peak_4831	chr5	110478772	110479224	.	453	56	310
master_peak_4832	chr5	110590204	110590653	.	450	30	66
master_peak_4833	chr5	110625348	110625633	.	286	13	11
master_peak_4834	chr5	110651434	110651718	.	285	3	12
master_peak_4835	chr5	110675084	110675378	.	295	11	8
master_peak_4836	chr5	110707213	110707591	.	379	15	67
master_peak_4837	chr5	110716396	110716728	.	333	21	33
master_peak_4838	chr5	110726436	110727339	.	904	283	408
master_peak_4839	chr5	110738532	110739550	.	1019	764	1020
master_peak_4840	chr5	110757064	110757529	.	466	41	44
master_peak_4841	chr5	110816097	110816378	.	282	6	17
master_peak_4842	chr5	110865679	110865939	.	261	14	18
master_peak_4843	chr5	110899789	110900131	.	343	11	39
master_peak_4844	chr5	110900790	110901225	.	436	33	117
master_peak_4845	chr5	110916391	110917178	.	788	74	300
master_peak_4846	chr5	111063667	111063991	.	325	39	46
master_peak_4847	chr5	111072758	111073630	.	873	113	352
master_peak_4848	chr5	111079975	111080255	.	281	18	29
master_peak_4849	chr5	111081324	111081638	.	315	36	37
master_peak_4850	chr5	111091973	111092856	.	884	480	701
master_peak_4851	chr5	111127493	111127764	.	272	42	48
master_peak_4852	chr5	111133278	111133578	.	301	54	50
master_peak_4853	chr5	111135635	111136440	.	806	199	145
master_peak_4854	chr5	111143855	111144558	.	704	93	285
master_peak_4855	chr5	111157869	111158352	.	484	73	73
master_peak_4856	chr5	111169446	111169679	.	234	17	14
master_peak_4857	chr5	111223629	111224875	.	1247	1180	1428
master_peak_4858	chr5	111236906	111237966	.	1061	121	233
master_peak_4859	chr5	111271651	111272103	.	453	48	35
master_peak_4860	chr5	111298961	111299234	.	274	22	5
master_peak_4861	chr5	111309080	111309397	.	318	21	14
master_peak_4862	chr5	111313116	111313565	.	450	30	44
master_peak_4863	chr5	111345813	111346249	.	437	112	127
master_peak_4864	chr5	111346713	111347349	.	637	141	90
master_peak_4865	chr5	111366958	111367598	.	641	482	393
master_peak_4866	chr5	111383132	111384176	.	1045	595	639
master_peak_4867	chr5	111389176	111389971	.	796	585	640
master_peak_4868	chr5	111394592	111395031	.	440	57	68
master_peak_4869	chr5	111404313	111404929	.	617	65	83
master_peak_4870	chr5	111411268	111411588	.	321	20	32
master_peak_4871	chr5	111439212	111439943	.	732	51	93
master_peak_4872	chr5	111453258	111454391	.	1134	183	275
master_peak_4873	chr5	111461129	111461813	.	685	141	108
master_peak_4874	chr5	111469963	111470229	.	267	25	16
master_peak_4875	chr5	111511975	111513146	.	1172	1096	1589
master_peak_4876	chr5	111530200	111530890	.	691	263	212
master_peak_4877	chr5	111550317	111551270	.	954	764	752
master_peak_4878	chr5	111564837	111565273	.	437	38	12
master_peak_4879	chr5	111574334	111574563	.	230	5	16
master_peak_4880	chr5	111584554	111585100	.	547	123	75
master_peak_4881	chr5	111641960	111642375	.	416	52	26
master_peak_4882	chr5	111668656	111669152	.	497	42	71
master_peak_4883	chr5	111670969	111671353	.	385	71	57
master_peak_4884	chr5	111680691	111681478	.	788	243	345
master_peak_4885	chr5	111689555	111689786	.	232	23	16
master_peak_4886	chr5	111694320	111694592	.	273	31	30
master_peak_4887	chr5	111699855	111700448	.	594	157	161
master_peak_4888	chr5	111734053	111734364	.	312	66	103
master_peak_4889	chr5	111735671	111736216	.	546	166	194
master_peak_4890	chr5	111747389	111748784	.	1396	936	1177
master_peak_4891	chr5	111752487	111752785	.	299	198	162
master_peak_4892	chr5	111757326	111758319	.	994	1310	1279
master_peak_4893	chr5	111774303	111774919	.	617	36	98
master_peak_4894	chr5	111829633	111830822	.	1190	794	575
master_peak_4895	chr5	111857648	111857902	.	255	22	15
master_peak_4896	chr5	111863777	111864264	.	488	28	36
master_peak_4897	chr5	111915092	111915371	.	280	15	24
master_peak_4898	chr5	111929858	111930373	.	516	100	188
master_peak_4899	chr5	111930980	111931392	.	413	103	114
master_peak_4900	chr5	111932399	111933034	.	636	91	110
master_peak_4901	chr5	111935799	111936095	.	297	57	50
master_peak_4902	chr5	111948393	111949009	.	617	184	228
master_peak_4903	chr5	111953236	111953979	.	744	258	326
master_peak_4904	chr5	111954880	111955119	.	240	19	33
master_peak_4905	chr5	111960395	111960910	.	516	34	50
master_peak_4906	chr5	111983875	111984603	.	729	375	302
master_peak_4907	chr5	111997418	111998257	.	840	940	954
master_peak_4908	chr5	112004663	112005422	.	760	121	130
master_peak_4909	chr5	112012109	112012759	.	651	55	33
master_peak_4910	chr5	112036140	112036726	.	587	52	71
master_peak_4911	chr5	112042390	112043328	.	939	135	80
master_peak_4912	chr5	112065142	112065421	.	280	28	9
master_peak_4913	chr5	112097685	112098360	.	676	18	38
master_peak_4914	chr5	112146696	112147411	.	716	209	183
master_peak_4915	chr5	112160310	112161203	.	894	654	733
master_peak_4916	chr5	112166076	112166904	.	829	155	92
master_peak_4917	chr5	112167370	112167829	.	460	47	50
master_peak_4918	chr5	112174931	112175276	.	346	96	97
master_peak_4919	chr5	112183195	112183569	.	375	23	42
master_peak_4920	chr5	112186314	112186802	.	489	90	77
master_peak_4921	chr5	112202351	112202598	.	248	6	12
master_peak_4922	chr5	112210367	112210891	.	525	72	65
master_peak_4923	chr5	112303444	112303887	.	444	6	19
master_peak_4924	chr5	112338549	112339224	.	676	58	201
master_peak_4925	chr5	112372622	112372913	.	292	30	68
master_peak_4926	chr5	112418819	112420738	.	1920	753	1197
master_peak_4927	chr5	112432321	112432881	.	561	38	78
master_peak_4928	chr5	112450986	112451515	.	530	88	108
master_peak_4929	chr5	112475865	112476539	.	675	279	331
master_peak_4930	chr5	112479525	112479862	.	338	105	80
master_peak_4931	chr5	112491413	112491662	.	250	68	44
master_peak_4932	chr5	112492274	112492784	.	511	170	153
master_peak_4933	chr5	112529473	112529821	.	349	92	76
master_peak_4934	chr5	112533472	112534087	.	616	115	135
master_peak_4935	chr5	112548219	112548834	.	616	87	97
master_peak_4936	chr5	112555386	112556090	.	705	223	413
master_peak_4937	chr5	112604955	112605321	.	367	51	31
master_peak_4938	chr5	112668000	112668392	.	393	39	28
master_peak_4939	chr5	112684304	112684549	.	246	10	23
master_peak_4940	chr5	112691445	112692338	.	894	297	217
master_peak_4941	chr5	112707109	112708088	.	980	870	1229
master_peak_4942	chr5	112735817	112736080	.	264	126	93
master_peak_4943	chr5	112737344	112738311	.	968	663	910
master_peak_4944	chr5	112742488	112743028	.	541	523	594
master_peak_4945	chr5	112757536	112758022	.	487	85	77
master_peak_4946	chr5	112776393	112776626	.	234	52	40
master_peak_4947	chr5	112848113	112848812	.	700	296	259
master_peak_4948	chr5	112860782	112861605	.	824	574	633
master_peak_4949	chr5	112899523	112899780	.	258	19	6
master_peak_4950	chr5	112913287	112913754	.	468	70	64
master_peak_4951	chr5	112920931	112922630	.	1700	1280	1500
master_peak_4952	chr5	112958318	112958985	.	668	275	280
master_peak_4953	chr5	112959848	112960491	.	644	263	300
master_peak_4954	chr5	112963794	112964266	.	473	374	308
master_peak_4955	chr5	112969622	112970005	.	384	19	31
master_peak_4956	chr5	112976270	112977266	.	997	1123	1352
master_peak_4957	chr5	112995932	112996610	.	679	95	131
master_peak_4958	chr5	113020366	113021321	.	956	856	809
master_peak_4959	chr5	113022611	113022945	.	335	120	177
master_peak_4960	chr5	113034384	113034859	.	476	301	359
master_peak_4961	chr5	113038519	113039252	.	734	887	802
master_peak_4962	chr5	113050722	113051600	.	879	271	300
master_peak_4963	chr5	113059053	113059943	.	891	1066	1217
master_peak_4964	chr5	113081804	113082695	.	892	202	436
master_peak_4965	chr5	113092456	113093067	.	612	105	125
master_peak_4966	chr5	113141074	113141772	.	699	342	415
master_peak_4967	chr5	113142182	113142595	.	414	107	87
master_peak_4968	chr5	113166678	113167509	.	832	851	933
master_peak_4969	chr5	113182212	113182431	.	220	21	24
master_peak_4970	chr5	113190185	113190933	.	749	211	348
master_peak_4971	chr5	113202982	113203835	.	854	680	821
master_peak_4972	chr5	113212353	113212706	.	354	44	33
master_peak_4973	chr5	113215714	113216131	.	418	55	55
master_peak_4974	chr5	113221092	113221769	.	678	64	40
master_peak_4975	chr5	113231216	113231833	.	618	126	140
master_peak_4976	chr5	113258947	113259460	.	514	58	60
master_peak_4977	chr5	113271090	113271413	.	324	26	32
master_peak_4978	chr5	113278825	113279352	.	528	73	67
master_peak_4979	chr5	113294134	113295396	.	1263	599	819
master_peak_4980	chr5	113312866	113313305	.	440	123	181
master_peak_4981	chr5	113330633	113331476	.	844	197	211
master_peak_4982	chr5	113336688	113337428	.	741	238	214
master_peak_4983	chr5	113353944	113354518	.	575	88	144
master_peak_4984	chr5	113378706	113379406	.	701	113	74
master_peak_4985	chr5	113382811	113383201	.	391	86	87
master_peak_4986	chr5	113435889	113436107	.	219	14	15
master_peak_4987	chr5	113447625	113447998	.	374	67	73
master_peak_4988	chr5	113474182	113474511	.	330	18	20
master_peak_4989	chr5	113488009	113489880	.	1872	1233	1145
master_peak_4990	chr5	113495390	113496116	.	727	74	54
master_peak_4991	chr5	113505073	113505803	.	731	124	185
master_peak_4992	chr5	113513240	113514304	.	1065	642	820
master_peak_4993	chr5	113520526	113520932	.	407	110	100
master_peak_4994	chr5	113546751	113547330	.	580	64	77
master_peak_4995	chr5	113574337	113575014	.	678	360	399
master_peak_4996	chr5	113606314	113607002	.	689	232	236
master_peak_4997	chr5	113608229	113608530	.	302	39	74
master_peak_4998	chr5	113611749	113612603	.	855	145	101
master_peak_4999	chr5	113663850	113664345	.	496	77	46
master_peak_5000	chr5	113679067	113679371	.	305	43	56
master_peak_5001	chr5	113682637	113682907	.	271	36	18
master_peak_5002	chr5	113776872	113777796	.	925	11	252
master_peak_5003	chr5	113806240	113807111	.	872	51	236
master_peak_5004	chr5	113989103	113990801	.	1699	103	314
master_peak_5005	chr5	114055190	114055605	.	416	11	34
master_peak_5006	chr5	114101307	114101589	.	283	52	32
master_peak_5007	chr5	114185210	114185659	.	450	51	26
master_peak_5008	chr5	114191911	114192583	.	673	47	85
master_peak_5009	chr5	114223839	114224150	.	312	36	19
master_peak_5010	chr5	114237549	114238274	.	726	347	393
master_peak_5011	chr5	114243545	114244108	.	564	36	103
master_peak_5012	chr5	114305375	114305827	.	453	48	31
master_peak_5013	chr5	114325772	114326158	.	387	6	18
master_peak_5014	chr5	114360930	114362652	.	1723	1016	1050
master_peak_5015	chr5	114387578	114387834	.	257	34	41
master_peak_5016	chr5	114391329	114391920	.	592	70	82
master_peak_5017	chr5	114412638	114413420	.	783	235	262
master_peak_5018	chr5	114419863	114420463	.	601	94	39
master_peak_5019	chr5	114434358	114434816	.	459	129	80
master_peak_5020	chr5	114449771	114450724	.	954	331	264
master_peak_5021	chr5	114658257	114658534	.	278	11	22
master_peak_5022	chr5	114744392	114744746	.	355	6	70
master_peak_5023	chr5	114789719	114790225	.	507	27	47
master_peak_5024	chr5	114803282	114804207	.	926	62	92
master_peak_5025	chr5	114857907	114858525	.	619	81	153
master_peak_5026	chr5	114883737	114884685	.	949	27	211
master_peak_5027	chr5	115001093	115001370	.	278	10	16
master_peak_5028	chr5	115007583	115007946	.	364	19	131
master_peak_5029	chr5	115016919	115017179	.	261	9	7
master_peak_5030	chr5	115022350	115022860	.	511	30	60
master_peak_5031	chr5	115033781	115034289	.	509	85	90
master_peak_5032	chr5	115068876	115069826	.	951	219	205
master_peak_5033	chr5	115080149	115080500	.	352	16	49
master_peak_5034	chr5	115087958	115088235	.	278	64	69
master_peak_5035	chr5	115096180	115096643	.	464	176	87
master_peak_5036	chr5	115097295	115097588	.	294	59	69
master_peak_5037	chr5	115098037	115098551	.	515	121	130
master_peak_5038	chr5	115113529	115113938	.	410	22	54
master_peak_5039	chr5	115142270	115142513	.	244	16	6
master_peak_5040	chr5	115169218	115170811	.	1594	1641	2280
master_peak_5041	chr5	115179856	115180654	.	799	19	248
master_peak_5042	chr5	115184748	115185029	.	282	45	27
master_peak_5043	chr5	115246299	115246825	.	527	100	77
master_peak_5044	chr5	115262336	115263174	.	839	470	529
master_peak_5045	chr5	115267680	115268255	.	576	151	213
master_peak_5046	chr5	115286638	115287125	.	488	27	37
master_peak_5047	chr5	115295907	115297108	.	1202	393	581
master_peak_5048	chr5	115309532	115309996	.	465	62	61
master_peak_5049	chr5	115321130	115321799	.	670	164	125
master_peak_5050	chr5	115343709	115344356	.	648	207	274
master_peak_5051	chr5	115349115	115349957	.	843	308	277
master_peak_5052	chr5	115351496	115351934	.	439	195	140
master_peak_5053	chr5	115366111	115366824	.	714	465	524
master_peak_5054	chr5	115377425	115378083	.	659	300	320
master_peak_5055	chr5	115379672	115380058	.	387	76	111
master_peak_5056	chr5	115386583	115387069	.	487	43	73
master_peak_5057	chr5	115398648	115399354	.	707	183	239
master_peak_5058	chr5	115414491	115415645	.	1155	1160	1262
master_peak_5059	chr5	115419781	115420465	.	685	657	687
master_peak_5060	chr5	115435864	115436301	.	438	64	50
master_peak_5061	chr5	115440662	115441367	.	706	70	90
master_peak_5062	chr5	115455272	115455823	.	552	308	340
master_peak_5063	chr5	115460074	115460776	.	703	510	395
master_peak_5064	chr5	115461377	115462461	.	1085	1289	1095
master_peak_5065	chr5	115494393	115494959	.	567	29	100
master_peak_5066	chr5	115514080	115514652	.	573	119	173
master_peak_5067	chr5	115544259	115545259	.	1001	1272	1765
master_peak_5068	chr5	115551384	115551965	.	582	125	157
